# Generated by go test ./internal/textobj/ -run TestVimTable -update
# from VIM - Vi IMproved 9.2 (2026 Feb 14, compiled Apr 08 2026 05:28:52), Included patches: 1-321, one row per run of cursor columns that answer alike.
# fixture	object	line	columns (1-based)	span: - none, V first-last, c line,col-line,col (0-based, half-open)
tagattr.txt	3a{	1	1-10	-
tagattr.txt	3a{	2	1-7	-
tagattr.txt	3a}	1	1-10	-
tagattr.txt	3a}	2	1-7	-
tagattr.txt	3aB	1	1-10	-
tagattr.txt	3aB	2	1-7	-
tagattr.txt	3a[	1	1-10	-
tagattr.txt	3a[	2	1-7	-
tagattr.txt	3a]	1	1-10	-
tagattr.txt	3a]	2	1-7	-
tagattr.txt	3a<	1	1-10	-
tagattr.txt	3a<	2	1-7	-
tagattr.txt	3a>	1	1-10	-
tagattr.txt	3a>	2	1-7	-
tagattr.txt	3a"	1	1-10	-
tagattr.txt	3a"	2	1-7	-
tagattr.txt	3a'	1	1-10	-
tagattr.txt	3a'	2	1-7	-
tagattr.txt	3a`	1	1-10	-
tagattr.txt	3a`	2	1-7	-
tagattr.txt	3at	1	1-10	-
tagattr.txt	3at	2	1-7	-
tagnl.txt	iw	1	1	c 1,0-1,1
tagnl.txt	iw	2	1	c 2,0-2,1
tagnl.txt	iw	2	2	c 2,1-2,2
tagnl.txt	iw	2	3	c 2,2-2,3
tagnl.txt	iw	2	4	c 2,3-2,4
tagnl.txt	iw	2	5-6	c 2,4-2,6
tagnl.txt	iw	2	7	c 2,6-2,7
tagnl.txt	iw	2	8	c 2,7-2,8
tagnl.txt	iW	1	1	c 1,0-1,1
tagnl.txt	iW	2	1-8	c 2,0-2,8
tagnl.txt	is	1	1	c 1,0-2,8
tagnl.txt	is	2	1-8	c 1,0-2,8
tagnl.txt	ip	1	1	V 1-2
tagnl.txt	ip	2	1-8	V 1-2
tagnl.txt	i(	1	1	-
tagnl.txt	i(	2	1-8	-
tagnl.txt	i)	1	1	-
tagnl.txt	i)	2	1-8	-
tagnl.txt	ib	1	1	-
tagnl.txt	ib	2	1-8	-
tagnl.txt	i{	1	1	-
tagnl.txt	i{	2	1-8	-
tagnl.txt	i}	1	1	-
tagnl.txt	i}	2	1-8	-
tagnl.txt	iB	1	1	-
tagnl.txt	iB	2	1-8	-
tagnl.txt	i[	1	1	-
tagnl.txt	i[	2	1-8	-
tagnl.txt	i]	1	1	-
tagnl.txt	i]	2	1-8	-
tagnl.txt	i<	1	1	-
tagnl.txt	i<	2	1-3	c 2,1-2,2
tagnl.txt	i<	2	4	-
tagnl.txt	i<	2	5-8	c 2,5-2,7
tagnl.txt	i>	1	1	-
tagnl.txt	i>	2	1-3	c 2,1-2,2
tagnl.txt	i>	2	4	-
tagnl.txt	i>	2	5-8	c 2,5-2,7
tagnl.txt	i"	1	1	-
tagnl.txt	i"	2	1-8	-
tagnl.txt	i'	1	1	-
tagnl.txt	i'	2	1-8	-
tagnl.txt	i`	1	1	-
tagnl.txt	i`	2	1-8	-
tagnl.txt	it	1	1	c 2,3-2,4
tagnl.txt	it	2	1-8	c 2,3-2,4
tagnl.txt	aw	1	1	c 1,0-1,1
tagnl.txt	aw	2	1	c 2,0-2,1
tagnl.txt	aw	2	2	c 2,1-2,2
tagnl.txt	aw	2	3	c 2,2-2,3
tagnl.txt	aw	2	4	c 2,3-2,4
tagnl.txt	aw	2	5-6	c 2,4-2,6
tagnl.txt	aw	2	7	c 2,6-2,7
tagnl.txt	aw	2	8	c 2,7-2,8
tagnl.txt	aW	1	1	c 1,0-1,1
tagnl.txt	aW	2	1-8	c 2,0-2,8
tagnl.txt	as	1	1	c 1,0-2,8
tagnl.txt	as	2	1-8	c 1,0-2,8
tagnl.txt	ap	1	1	V 1-2
tagnl.txt	ap	2	1-8	V 1-2
tagnl.txt	a(	1	1	-
tagnl.txt	a(	2	1-8	-
tagnl.txt	a)	1	1	-
tagnl.txt	a)	2	1-8	-
tagnl.txt	ab	1	1	-
tagnl.txt	ab	2	1-8	-
tagnl.txt	a{	1	1	-
tagnl.txt	a{	2	1-8	-
tagnl.txt	a}	1	1	-
tagnl.txt	a}	2	1-8	-
tagnl.txt	aB	1	1	-
tagnl.txt	aB	2	1-8	-
tagnl.txt	a[	1	1	-
tagnl.txt	a[	2	1-8	-
tagnl.txt	a]	1	1	-
tagnl.txt	a]	2	1-8	-
tagnl.txt	a<	1	1	-
tagnl.txt	a<	2	1-3	c 2,0-2,3
tagnl.txt	a<	2	4	-
tagnl.txt	a<	2	5-8	c 2,4-2,8
tagnl.txt	a>	1	1	-
tagnl.txt	a>	2	1-3	c 2,0-2,3
tagnl.txt	a>	2	4	-
tagnl.txt	a>	2	5-8	c 2,4-2,8
tagnl.txt	a"	1	1	-
tagnl.txt	a"	2	1-8	-
tagnl.txt	a'	1	1	-
tagnl.txt	a'	2	1-8	-
tagnl.txt	a`	1	1	-
tagnl.txt	a`	2	1-8	-
tagnl.txt	at	1	1	c 2,0-2,8
tagnl.txt	at	2	1-8	c 2,0-2,8
tagnl.txt	2iw	1	1	c 1,0-2,1
tagnl.txt	2iw	2	1	c 2,0-2,2
tagnl.txt	2iw	2	2	c 2,1-2,3
tagnl.txt	2iw	2	3	c 2,2-2,4
tagnl.txt	2iw	2	4	c 2,3-2,6
tagnl.txt	2iw	2	5-6	c 2,4-2,7
tagnl.txt	2iw	2	7	c 2,6-2,8
tagnl.txt	2iw	2	8	-
tagnl.txt	2iW	1	1	c 1,0-2,8
tagnl.txt	2iW	2	1-8	-
tagnl.txt	2is	1	1	c 1,0-2,8
tagnl.txt	2is	2	1-8	c 1,0-2,8
tagnl.txt	2ip	1	1	-
tagnl.txt	2ip	2	1-8	-
tagnl.txt	2i(	1	1	-
tagnl.txt	2i(	2	1-8	-
tagnl.txt	2i)	1	1	-
tagnl.txt	2i)	2	1-8	-
tagnl.txt	2ib	1	1	-
tagnl.txt	2ib	2	1-8	-
tagnl.txt	2i{	1	1	-
tagnl.txt	2i{	2	1-8	-
tagnl.txt	2i}	1	1	-
tagnl.txt	2i}	2	1-8	-
tagnl.txt	2iB	1	1	-
tagnl.txt	2iB	2	1-8	-
tagnl.txt	2i[	1	1	-
tagnl.txt	2i[	2	1-8	-
tagnl.txt	2i]	1	1	-
tagnl.txt	2i]	2	1-8	-
tagnl.txt	2i<	1	1	-
tagnl.txt	2i<	2	1-8	-
tagnl.txt	2i>	1	1	-
tagnl.txt	2i>	2	1-8	-
tagnl.txt	2i"	1	1	-
tagnl.txt	2i"	2	1-8	-
tagnl.txt	2i'	1	1	-
tagnl.txt	2i'	2	1-8	-
tagnl.txt	2i`	1	1	-
tagnl.txt	2i`	2	1-8	-
tagnl.txt	2it	1	1	-
tagnl.txt	2it	2	1-8	-
tagnl.txt	2aw	1	1	c 1,0-2,1
tagnl.txt	2aw	2	1	c 2,0-2,2
tagnl.txt	2aw	2	2	c 2,1-2,3
tagnl.txt	2aw	2	3	c 2,2-2,4
tagnl.txt	2aw	2	4	c 2,3-2,6
tagnl.txt	2aw	2	5-6	c 2,4-2,7
tagnl.txt	2aw	2	7	c 2,6-2,8
tagnl.txt	2aw	2	8	-
tagnl.txt	2aW	1	1	c 1,0-2,8
tagnl.txt	2aW	2	1-8	-
tagnl.txt	2as	1	1	c 1,0-2,8
tagnl.txt	2as	2	1-8	c 1,0-2,8
tagnl.txt	2ap	1	1	-
tagnl.txt	2ap	2	1-8	-
tagnl.txt	2a(	1	1	-
tagnl.txt	2a(	2	1-8	-
tagnl.txt	2a)	1	1	-
tagnl.txt	2a)	2	1-8	-
tagnl.txt	2ab	1	1	-
tagnl.txt	2ab	2	1-8	-
tagnl.txt	2a{	1	1	-
tagnl.txt	2a{	2	1-8	-
tagnl.txt	2a}	1	1	-
tagnl.txt	2a}	2	1-8	-
tagnl.txt	2aB	1	1	-
tagnl.txt	2aB	2	1-8	-
tagnl.txt	2a[	1	1	-
tagnl.txt	2a[	2	1-8	-
tagnl.txt	2a]	1	1	-
tagnl.txt	2a]	2	1-8	-
tagnl.txt	2a<	1	1	-
tagnl.txt	2a<	2	1-8	-
tagnl.txt	2a>	1	1	-
tagnl.txt	2a>	2	1-8	-
tagnl.txt	2a"	1	1	-
tagnl.txt	2a"	2	1-8	-
tagnl.txt	2a'	1	1	-
tagnl.txt	2a'	2	1-8	-
tagnl.txt	2a`	1	1	-
tagnl.txt	2a`	2	1-8	-
tagnl.txt	2at	1	1	-
tagnl.txt	2at	2	1-8	-
tagnl.txt	3iw	1	1	c 1,0-2,2
tagnl.txt	3iw	2	1	c 2,0-2,3
tagnl.txt	3iw	2	2	c 2,1-2,4
tagnl.txt	3iw	2	3	c 2,2-2,6
tagnl.txt	3iw	2	4	c 2,3-2,7
tagnl.txt	3iw	2	5-6	c 2,4-2,8
tagnl.txt	3iw	2	7-8	-
tagnl.txt	3iW	1	1	-
tagnl.txt	3iW	2	1-8	-
tagnl.txt	3is	1	1	c 1,0-2,8
tagnl.txt	3is	2	1-8	c 1,0-2,8
tagnl.txt	3ip	1	1	-
tagnl.txt	3ip	2	1-8	-
tagnl.txt	3i(	1	1	-
tagnl.txt	3i(	2	1-8	-
tagnl.txt	3i)	1	1	-
tagnl.txt	3i)	2	1-8	-
tagnl.txt	3ib	1	1	-
tagnl.txt	3ib	2	1-8	-
tagnl.txt	3i{	1	1	-
tagnl.txt	3i{	2	1-8	-
tagnl.txt	3i}	1	1	-
tagnl.txt	3i}	2	1-8	-
tagnl.txt	3iB	1	1	-
tagnl.txt	3iB	2	1-8	-
tagnl.txt	3i[	1	1	-
tagnl.txt	3i[	2	1-8	-
tagnl.txt	3i]	1	1	-
tagnl.txt	3i]	2	1-8	-
tagnl.txt	3i<	1	1	-
tagnl.txt	3i<	2	1-8	-
tagnl.txt	3i>	1	1	-
tagnl.txt	3i>	2	1-8	-
tagnl.txt	3i"	1	1	-
tagnl.txt	3i"	2	1-8	-
tagnl.txt	3i'	1	1	-
tagnl.txt	3i'	2	1-8	-
tagnl.txt	3i`	1	1	-
tagnl.txt	3i`	2	1-8	-
tagnl.txt	3it	1	1	-
tagnl.txt	3it	2	1-8	-
tagnl.txt	3aw	1	1	c 1,0-2,2
tagnl.txt	3aw	2	1	c 2,0-2,3
tagnl.txt	3aw	2	2	c 2,1-2,4
tagnl.txt	3aw	2	3	c 2,2-2,6
tagnl.txt	3aw	2	4	c 2,3-2,7
tagnl.txt	3aw	2	5-6	c 2,4-2,8
tagnl.txt	3aw	2	7-8	-
tagnl.txt	3aW	1	1	-
tagnl.txt	3aW	2	1-8	-
tagnl.txt	3as	1	1	c 1,0-2,8
tagnl.txt	3as	2	1-8	c 1,0-2,8
tagnl.txt	3ap	1	1	-
tagnl.txt	3ap	2	1-8	-
tagnl.txt	3a(	1	1	-
tagnl.txt	3a(	2	1-8	-
tagnl.txt	3a)	1	1	-
tagnl.txt	3a)	2	1-8	-
tagnl.txt	3ab	1	1	-
tagnl.txt	3ab	2	1-8	-
tagnl.txt	3a{	1	1	-
tagnl.txt	3a{	2	1-8	-
tagnl.txt	3a}	1	1	-
tagnl.txt	3a}	2	1-8	-
tagnl.txt	3aB	1	1	-
tagnl.txt	3aB	2	1-8	-
tagnl.txt	3a[	1	1	-
tagnl.txt	3a[	2	1-8	-
tagnl.txt	3a]	1	1	-
tagnl.txt	3a]	2	1-8	-
tagnl.txt	3a<	1	1	-
tagnl.txt	3a<	2	1-8	-
tagnl.txt	3a>	1	1	-
tagnl.txt	3a>	2	1-8	-
tagnl.txt	3a"	1	1	-
tagnl.txt	3a"	2	1-8	-
tagnl.txt	3a'	1	1	-
tagnl.txt	3a'	2	1-8	-
tagnl.txt	3a`	1	1	-
tagnl.txt	3a`	2	1-8	-
tagnl.txt	3at	1	1	-
tagnl.txt	3at	2	1-8	-
term.txt	iw	1	1	c 1,0-1,1
term.txt	iw	2	1	c 2,0-2,1
term.txt	iW	1	1	c 1,0-1,1
term.txt	iW	2	1	c 2,0-2,1
term.txt	is	1	1	c 2,0-2,1
term.txt	is	2	1	c 2,0-2,1
term.txt	ip	1	1	V 1-2
term.txt	ip	2	1	V 1-2
term.txt	i(	1	1	-
term.txt	i(	2	1	-
term.txt	i)	1	1	-
term.txt	i)	2	1	-
term.txt	ib	1	1	-
term.txt	ib	2	1	-
term.txt	i{	1	1	-
term.txt	i{	2	1	-
term.txt	i}	1	1	-
term.txt	i}	2	1	-
term.txt	iB	1	1	-
term.txt	iB	2	1	-
term.txt	i[	1	1	-
term.txt	i[	2	1	-
term.txt	i]	1	1	-
term.txt	i]	2	1	-
term.txt	i<	1	1	-
term.txt	i<	2	1	-
term.txt	i>	1	1	-
term.txt	i>	2	1	-
term.txt	i"	1	1	-
term.txt	i"	2	1	-
term.txt	i'	1	1	-
term.txt	i'	2	1	-
term.txt	i`	1	1	-
term.txt	i`	2	1	-
term.txt	it	1	1	-
term.txt	it	2	1	-
term.txt	aw	1	1	c 1,0-1,1
term.txt	aw	2	1	c 2,0-2,1
term.txt	aW	1	1	c 1,0-1,1
term.txt	aW	2	1	c 2,0-2,1
term.txt	as	1	1	c 2,0-2,1
term.txt	as	2	1	c 2,0-2,1
term.txt	ap	1	1	V 1-2
term.txt	ap	2	1	V 1-2
term.txt	a(	1	1	-
term.txt	a(	2	1	-
term.txt	a)	1	1	-
term.txt	a)	2	1	-
term.txt	ab	1	1	-
term.txt	ab	2	1	-
term.txt	a{	1	1	-
term.txt	a{	2	1	-
term.txt	a}	1	1	-
term.txt	a}	2	1	-
term.txt	aB	1	1	-
term.txt	aB	2	1	-
term.txt	a[	1	1	-
term.txt	a[	2	1	-
term.txt	a]	1	1	-
term.txt	a]	2	1	-
term.txt	a<	1	1	-
term.txt	a<	2	1	-
term.txt	a>	1	1	-
term.txt	a>	2	1	-
term.txt	a"	1	1	-
term.txt	a"	2	1	-
term.txt	a'	1	1	-
term.txt	a'	2	1	-
term.txt	a`	1	1	-
term.txt	a`	2	1	-
term.txt	at	1	1	-
term.txt	at	2	1	-
term.txt	2iw	1	1	c 1,0-2,1
term.txt	2iw	2	1	-
term.txt	2iW	1	1	c 1,0-2,1
term.txt	2iW	2	1	-
term.txt	2is	1	1	c 2,0-2,1
term.txt	2is	2	1	c 2,0-2,1
term.txt	2ip	1	1	-
term.txt	2ip	2	1	-
term.txt	2i(	1	1	-
term.txt	2i(	2	1	-
term.txt	2i)	1	1	-
term.txt	2i)	2	1	-
term.txt	2ib	1	1	-
term.txt	2ib	2	1	-
term.txt	2i{	1	1	-
term.txt	2i{	2	1	-
term.txt	2i}	1	1	-
term.txt	2i}	2	1	-
term.txt	2iB	1	1	-
term.txt	2iB	2	1	-
term.txt	2i[	1	1	-
term.txt	2i[	2	1	-
term.txt	2i]	1	1	-
term.txt	2i]	2	1	-
term.txt	2i<	1	1	-
term.txt	2i<	2	1	-
term.txt	2i>	1	1	-
term.txt	2i>	2	1	-
term.txt	2i"	1	1	-
term.txt	2i"	2	1	-
term.txt	2i'	1	1	-
term.txt	2i'	2	1	-
term.txt	2i`	1	1	-
term.txt	2i`	2	1	-
term.txt	2it	1	1	-
term.txt	2it	2	1	-
term.txt	2aw	1	1	c 1,0-2,1
term.txt	2aw	2	1	-
term.txt	2aW	1	1	c 1,0-2,1
term.txt	2aW	2	1	-
term.txt	2as	1	1	c 2,0-2,1
term.txt	2as	2	1	c 2,0-2,1
term.txt	2ap	1	1	-
term.txt	2ap	2	1	-
term.txt	2a(	1	1	-
term.txt	2a(	2	1	-
term.txt	2a)	1	1	-
term.txt	2a)	2	1	-
term.txt	2ab	1	1	-
term.txt	2ab	2	1	-
term.txt	2a{	1	1	-
term.txt	2a{	2	1	-
term.txt	2a}	1	1	-
term.txt	2a}	2	1	-
term.txt	2aB	1	1	-
term.txt	2aB	2	1	-
term.txt	2a[	1	1	-
term.txt	2a[	2	1	-
term.txt	2a]	1	1	-
term.txt	2a]	2	1	-
term.txt	2a<	1	1	-
term.txt	2a<	2	1	-
term.txt	2a>	1	1	-
term.txt	2a>	2	1	-
term.txt	2a"	1	1	-
term.txt	2a"	2	1	-
term.txt	2a'	1	1	-
term.txt	2a'	2	1	-
term.txt	2a`	1	1	-
term.txt	2a`	2	1	-
term.txt	2at	1	1	-
term.txt	2at	2	1	-
term.txt	3iw	1	1	-
term.txt	3iw	2	1	-
term.txt	3iW	1	1	-
term.txt	3iW	2	1	-
term.txt	3is	1	1	c 2,0-2,1
term.txt	3is	2	1	c 2,0-2,1
term.txt	3ip	1	1	-
term.txt	3ip	2	1	-
term.txt	3i(	1	1	-
term.txt	3i(	2	1	-
term.txt	3i)	1	1	-
term.txt	3i)	2	1	-
term.txt	3ib	1	1	-
term.txt	3ib	2	1	-
term.txt	3i{	1	1	-
term.txt	3i{	2	1	-
term.txt	3i}	1	1	-
term.txt	3i}	2	1	-
term.txt	3iB	1	1	-
term.txt	3iB	2	1	-
term.txt	3i[	1	1	-
term.txt	3i[	2	1	-
term.txt	3i]	1	1	-
term.txt	3i]	2	1	-
term.txt	3i<	1	1	-
term.txt	3i<	2	1	-
term.txt	3i>	1	1	-
term.txt	3i>	2	1	-
term.txt	3i"	1	1	-
term.txt	3i"	2	1	-
term.txt	3i'	1	1	-
term.txt	3i'	2	1	-
term.txt	3i`	1	1	-
term.txt	3i`	2	1	-
term.txt	3it	1	1	-
term.txt	3it	2	1	-
term.txt	3aw	1	1	-
term.txt	3aw	2	1	-
term.txt	3aW	1	1	-
term.txt	3aW	2	1	-
term.txt	3as	1	1	c 2,0-2,1
term.txt	3as	2	1	c 2,0-2,1
term.txt	3ap	1	1	-
term.txt	3ap	2	1	-
term.txt	3a(	1	1	-
term.txt	3a(	2	1	-
term.txt	3a)	1	1	-
term.txt	3a)	2	1	-
term.txt	3ab	1	1	-
term.txt	3ab	2	1	-
term.txt	3a{	1	1	-
term.txt	3a{	2	1	-
term.txt	3a}	1	1	-
term.txt	3a}	2	1	-
term.txt	3aB	1	1	-
term.txt	3aB	2	1	-
term.txt	3a[	1	1	-
term.txt	3a[	2	1	-
term.txt	3a]	1	1	-
term.txt	3a]	2	1	-
term.txt	3a<	1	1	-
term.txt	3a<	2	1	-
term.txt	3a>	1	1	-
term.txt	3a>	2	1	-
term.txt	3a"	1	1	-
term.txt	3a"	2	1	-
term.txt	3a'	1	1	-
term.txt	3a'	2	1	-
term.txt	3a`	1	1	-
term.txt	3a`	2	1	-
term.txt	3at	1	1	-
term.txt	3at	2	1	-
wide.txt	iw	1	1	c 1,0-1,3
wide.txt	iw	1	4	c 1,3-1,4
wide.txt	iw	2	1	c 2,0-2,2
wide.txt	iw	2	3	c 2,2-2,5
wide.txt	iw	3	1	c 3,0-3,9
wide.txt	iw	3	4	c 3,0-3,9
wide.txt	iw	3	7	c 3,0-3,9
wide.txt	iw	3	10	c 3,9-3,12
wide.txt	iw	3	13	c 3,12-3,24
wide.txt	iw	3	16	c 3,12-3,24
wide.txt	iw	3	19	c 3,12-3,24
wide.txt	iw	3	22	c 3,12-3,24
wide.txt	iw	3	25	c 3,24-3,42
wide.txt	iw	3	28	c 3,24-3,42
wide.txt	iw	3	31	c 3,24-3,42
wide.txt	iw	3	34	c 3,24-3,42
wide.txt	iw	3	37	c 3,24-3,42
wide.txt	iw	3	40	c 3,24-3,42
wide.txt	iw	4	1	c 4,0-4,1
wide.txt	iw	4	2	c 4,1-4,5
wide.txt	iw	4	6	c 4,5-4,6
wide.txt	iW	1	1	c 1,0-1,4
wide.txt	iW	1	4	c 1,0-1,4
wide.txt	iW	2	1	c 2,0-2,5
wide.txt	iW	2	3	c 2,0-2,5
wide.txt	iW	3	1	c 3,0-3,42
wide.txt	iW	3	4	c 3,0-3,42
wide.txt	iW	3	7	c 3,0-3,42
wide.txt	iW	3	10	c 3,0-3,42
wide.txt	iW	3	13	c 3,0-3,42
wide.txt	iW	3	16	c 3,0-3,42
wide.txt	iW	3	19	c 3,0-3,42
wide.txt	iW	3	22	c 3,0-3,42
wide.txt	iW	3	25	c 3,0-3,42
wide.txt	iW	3	28	c 3,0-3,42
wide.txt	iW	3	31	c 3,0-3,42
wide.txt	iW	3	34	c 3,0-3,42
wide.txt	iW	3	37	c 3,0-3,42
wide.txt	iW	3	40	c 3,0-3,42
wide.txt	iW	4	1-2	c 4,0-4,6
wide.txt	iW	4	6	c 4,0-4,6
wide.txt	is	1	1	c 1,0-4,6
wide.txt	is	1	4	c 1,0-4,6
wide.txt	is	2	1	c 1,0-4,6
wide.txt	is	2	3	c 1,0-4,6
wide.txt	is	3	1	c 1,0-4,6
wide.txt	is	3	4	c 1,0-4,6
wide.txt	is	3	7	c 1,0-4,6
wide.txt	is	3	10	c 1,0-4,6
wide.txt	is	3	13	c 1,0-4,6
wide.txt	is	3	16	c 1,0-4,6
wide.txt	is	3	19	c 1,0-4,6
wide.txt	is	3	22	c 1,0-4,6
wide.txt	is	3	25	c 1,0-4,6
wide.txt	is	3	28	c 1,0-4,6
wide.txt	is	3	31	c 1,0-4,6
wide.txt	is	3	34	c 1,0-4,6
wide.txt	is	3	37	c 1,0-4,6
wide.txt	is	3	40	c 1,0-4,6
wide.txt	is	4	1-2	c 1,0-4,6
wide.txt	is	4	6	c 1,0-4,6
wide.txt	ip	1	1	V 1-4
wide.txt	ip	1	4	V 1-4
wide.txt	ip	2	1	V 1-4
wide.txt	ip	2	3	V 1-4
wide.txt	ip	3	1	V 1-4
wide.txt	ip	3	4	V 1-4
wide.txt	ip	3	7	V 1-4
wide.txt	ip	3	10	V 1-4
wide.txt	ip	3	13	V 1-4
wide.txt	ip	3	16	V 1-4
wide.txt	ip	3	19	V 1-4
wide.txt	ip	3	22	V 1-4
wide.txt	ip	3	25	V 1-4
wide.txt	ip	3	28	V 1-4
wide.txt	ip	3	31	V 1-4
wide.txt	ip	3	34	V 1-4
wide.txt	ip	3	37	V 1-4
wide.txt	ip	3	40	V 1-4
wide.txt	ip	4	1-2	V 1-4
wide.txt	ip	4	6	V 1-4
wide.txt	i(	1	1	-
wide.txt	i(	1	4	-
wide.txt	i(	2	1	-
wide.txt	i(	2	3	-
wide.txt	i(	3	1	-
wide.txt	i(	3	4	-
wide.txt	i(	3	7	-
wide.txt	i(	3	10	-
wide.txt	i(	3	13	-
wide.txt	i(	3	16	-
wide.txt	i(	3	19	-
wide.txt	i(	3	22	-
wide.txt	i(	3	25	-
wide.txt	i(	3	28	-
wide.txt	i(	3	31	-
wide.txt	i(	3	34	-
wide.txt	i(	3	37	-
wide.txt	i(	3	40	-
wide.txt	i(	4	1-2	-
wide.txt	i(	4	6	-
wide.txt	i)	1	1	-
wide.txt	i)	1	4	-
wide.txt	i)	2	1	-
wide.txt	i)	2	3	-
wide.txt	i)	3	1	-
wide.txt	i)	3	4	-
wide.txt	i)	3	7	-
wide.txt	i)	3	10	-
wide.txt	i)	3	13	-
wide.txt	i)	3	16	-
wide.txt	i)	3	19	-
wide.txt	i)	3	22	-
wide.txt	i)	3	25	-
wide.txt	i)	3	28	-
wide.txt	i)	3	31	-
wide.txt	i)	3	34	-
wide.txt	i)	3	37	-
wide.txt	i)	3	40	-
wide.txt	i)	4	1-2	-
wide.txt	i)	4	6	-
wide.txt	ib	1	1	-
wide.txt	ib	1	4	-
wide.txt	ib	2	1	-
wide.txt	ib	2	3	-
wide.txt	ib	3	1	-
wide.txt	ib	3	4	-
wide.txt	ib	3	7	-
wide.txt	ib	3	10	-
wide.txt	ib	3	13	-
wide.txt	ib	3	16	-
wide.txt	ib	3	19	-
wide.txt	ib	3	22	-
wide.txt	ib	3	25	-
wide.txt	ib	3	28	-
wide.txt	ib	3	31	-
wide.txt	ib	3	34	-
wide.txt	ib	3	37	-
wide.txt	ib	3	40	-
wide.txt	ib	4	1-2	-
wide.txt	ib	4	6	-
wide.txt	i{	1	1	-
wide.txt	i{	1	4	-
wide.txt	i{	2	1	-
wide.txt	i{	2	3	-
wide.txt	i{	3	1	-
wide.txt	i{	3	4	-
wide.txt	i{	3	7	-
wide.txt	i{	3	10	-
wide.txt	i{	3	13	-
wide.txt	i{	3	16	-
wide.txt	i{	3	19	-
wide.txt	i{	3	22	-
wide.txt	i{	3	25	-
wide.txt	i{	3	28	-
wide.txt	i{	3	31	-
wide.txt	i{	3	34	-
wide.txt	i{	3	37	-
wide.txt	i{	3	40	-
wide.txt	i{	4	1-2	-
wide.txt	i{	4	6	-
wide.txt	i}	1	1	-
wide.txt	i}	1	4	-
wide.txt	i}	2	1	-
wide.txt	i}	2	3	-
wide.txt	i}	3	1	-
wide.txt	i}	3	4	-
wide.txt	i}	3	7	-
wide.txt	i}	3	10	-
wide.txt	i}	3	13	-
wide.txt	i}	3	16	-
wide.txt	i}	3	19	-
wide.txt	i}	3	22	-
wide.txt	i}	3	25	-
wide.txt	i}	3	28	-
wide.txt	i}	3	31	-
wide.txt	i}	3	34	-
wide.txt	i}	3	37	-
wide.txt	i}	3	40	-
wide.txt	i}	4	1-2	-
wide.txt	i}	4	6	-
wide.txt	iB	1	1	-
wide.txt	iB	1	4	-
wide.txt	iB	2	1	-
wide.txt	iB	2	3	-
wide.txt	iB	3	1	-
wide.txt	iB	3	4	-
wide.txt	iB	3	7	-
wide.txt	iB	3	10	-
wide.txt	iB	3	13	-
wide.txt	iB	3	16	-
wide.txt	iB	3	19	-
wide.txt	iB	3	22	-
wide.txt	iB	3	25	-
wide.txt	iB	3	28	-
wide.txt	iB	3	31	-
wide.txt	iB	3	34	-
wide.txt	iB	3	37	-
wide.txt	iB	3	40	-
wide.txt	iB	4	1-2	-
wide.txt	iB	4	6	-
wide.txt	i[	1	1	-
wide.txt	i[	1	4	-
wide.txt	i[	2	1	-
wide.txt	i[	2	3	-
wide.txt	i[	3	1	-
wide.txt	i[	3	4	-
wide.txt	i[	3	7	-
wide.txt	i[	3	10	-
wide.txt	i[	3	13	-
wide.txt	i[	3	16	-
wide.txt	i[	3	19	-
wide.txt	i[	3	22	-
wide.txt	i[	3	25	-
wide.txt	i[	3	28	-
wide.txt	i[	3	31	-
wide.txt	i[	3	34	-
wide.txt	i[	3	37	-
wide.txt	i[	3	40	-
wide.txt	i[	4	1-2	-
wide.txt	i[	4	6	-
wide.txt	i]	1	1	-
wide.txt	i]	1	4	-
wide.txt	i]	2	1	-
wide.txt	i]	2	3	-
wide.txt	i]	3	1	-
wide.txt	i]	3	4	-
wide.txt	i]	3	7	-
wide.txt	i]	3	10	-
wide.txt	i]	3	13	-
wide.txt	i]	3	16	-
wide.txt	i]	3	19	-
wide.txt	i]	3	22	-
wide.txt	i]	3	25	-
wide.txt	i]	3	28	-
wide.txt	i]	3	31	-
wide.txt	i]	3	34	-
wide.txt	i]	3	37	-
wide.txt	i]	3	40	-
wide.txt	i]	4	1-2	-
wide.txt	i]	4	6	-
wide.txt	i<	1	1	-
wide.txt	i<	1	4	-
wide.txt	i<	2	1	-
wide.txt	i<	2	3	-
wide.txt	i<	3	1	-
wide.txt	i<	3	4	-
wide.txt	i<	3	7	-
wide.txt	i<	3	10	-
wide.txt	i<	3	13	-
wide.txt	i<	3	16	-
wide.txt	i<	3	19	-
wide.txt	i<	3	22	-
wide.txt	i<	3	25	-
wide.txt	i<	3	28	-
wide.txt	i<	3	31	-
wide.txt	i<	3	34	-
wide.txt	i<	3	37	-
wide.txt	i<	3	40	-
wide.txt	i<	4	1-2	-
wide.txt	i<	4	6	-
wide.txt	i>	1	1	-
wide.txt	i>	1	4	-
wide.txt	i>	2	1	-
wide.txt	i>	2	3	-
wide.txt	i>	3	1	-
wide.txt	i>	3	4	-
wide.txt	i>	3	7	-
wide.txt	i>	3	10	-
wide.txt	i>	3	13	-
wide.txt	i>	3	16	-
wide.txt	i>	3	19	-
wide.txt	i>	3	22	-
wide.txt	i>	3	25	-
wide.txt	i>	3	28	-
wide.txt	i>	3	31	-
